TermName,DistrictName,District_StateID,SchoolName,School_StateID,StudentID,Student_StateID,Subject,Course,GrowthMeasureYN,NormsReferenceData,WISelectedAYFall,WISelectedAYWinter,WISelectedAYSpring,WIPreviousAYFall,WIPreviousAYWinter,WIPreviousAYSpring,TestType,TestName,TestID,TestStartDate,TestStartTime,TestDurationMinutes,TestRITScore,TestStandardError,TestPercentile,AchievementQuintile,PercentCorrect,RapidGuessingPercentage,FallToFallProjectedGrowth,FallToFallObservedGrowth,FallToFallObservedGrowthSE,FallToFallMetProjectedGrowth,FallToFallConditionalGrowthIndex,FallToFallConditionalGrowthPercentile,FallToFallGrowthQuintile,FallToWinterProjectedGrowth,FallToWinterObservedGrowth,FallToWinterObservedGrowthSE,FallToWinterMetProjectedGrowth,FallToWinterConditionalGrowthIndex,FallToWinterConditionalGrowthPercentile,FallToWinterGrowthQuintile,FallToSpringProjectedGrowth,FallToSpringObservedGrowth,FallToSpringObservedGrowthSE,FallToSpringMetProjectedGrowth,FallToSpringConditionalGrowthIndex,FallToSpringConditionalGrowthPercentile,FallToSpringGrowthQuintile,WinterToWinterProjectedGrowth,WinterToWinterObservedGrowth,WinterToWinterObservedGrowthSE,WinterToWinterMetProjectedGrowth,WinterToWinterConditionalGrowthIndex,WinterToWinterConditionalGrowthPercentile,WinterToWinterGrowthQuintile,WinterToSpringProjectedGrowth,WinterToSpringObservedGrowth,WinterToSpringObservedGrowthSE,WinterToSpringMetProjectedGrowth,WinterToSpringConditionalGrowthIndex,WinterToSpringConditionalGrowthPercentile,WinterToSpringGrowthQuintile,SpringToSpringProjectedGrowth,SpringToSpringObservedGrowth,SpringToSpringObservedGrowthSE,SpringToSpringMetProjectedGrowth,SpringToSpringConditionalGrowthIndex,SpringToSpringConditionalGrowthPercentile,SpringToSpringGrowthQuintile,LexileScore,LexileMin,LexileMax,QuantileScore,QuantileMin,QuantileMax,Goal1Name,Goal1RitScore,Goal1StdErr,Goal1Range,Goal1Adjective,Goal2Name,Goal2RitScore,Goal2StdErr,Goal2Range,Goal2Adjective,Goal3Name,Goal3RitScore,Goal3StdErr,Goal3Range,Goal3Adjective,Goal4Name,Goal4RitScore,Goal4StdErr,Goal4Range,Goal4Adjective,Goal5Name,Goal5RitScore,Goal5StdErr,Goal5Range,Goal5Adjective,Goal6Name,Goal6RitScore,Goal6StdErr,Goal6Range,Goal6Adjective,Goal7Name,Goal7RitScore,Goal7StdErr,Goal7Range,Goal7Adjective,Goal8Name,Goal8RitScore,Goal8StdErr,Goal8Range,Goal8Adjective,TypicalFallToFallGrowth,TypicalFallToWinterGrowth,TypicalFallToSpringGrowth,TypicalWinterToWinterGrowth,TypicalWinterToSpringGrowth,TypicalSpringToSpringGrowth,ProjectedProficiencyStudy1,ProjectedProficiencyLevel1,ProjectedProficiencyStudy2,ProjectedProficiencyLevel2,ProjectedProficiencyStudy3,ProjectedProficiencyLevel3,ProjectedProficiencyStudy4,ProjectedProficiencyLevel4,ProjectedProficiencyStudy5,ProjectedProficiencyLevel5,ProjectedProficiencyStudy6,ProjectedProficiencyLevel6,ProjectedProficiencyStudy7,ProjectedProficiencyLevel7,ProjectedProficiencyStudy8,ProjectedProficiencyLevel8,ProjectedProficiencyStudy9,ProjectedProficiencyLevel9,ProjectedProficiencyStudy10,ProjectedProficiencyLevel10
"Summer 2023-2024","Green Dot Public Schools - CA","","GDPSC Summer Bridge","","87730","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948865474","06/17/2024","09:44:35","44","177","5.41","","","25","15.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","245L","145L","295L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","GDPSC Summer Bridge","","87732","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948908816","06/17/2024","09:42:39","32","188","4.90","","","42","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","460L","360L","510L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jefferson","","87733","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948865479","06/17/2024","10:45:45","19","174","5.20","","","30","15.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","190L","90L","240L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","GDPSC Summer Bridge","","87734","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948865431","06/17/2024","09:45:17","30","206","4.78","","","53","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","805L","705L","855L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jefferson","","87735","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948908813","06/17/2024","10:47:09","23","160","6.48","","","15","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BR80L","BR180L","BR30L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","GDPSC Summer Bridge","","87736","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948865413","06/17/2024","09:43:19","44","199","5.03","","","35","10.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","670L","570L","720L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jefferson","","87737","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948865463","06/17/2024","10:46:14","64","205","4.74","","","53","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","785L","685L","835L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","GDPSC Summer Bridge","","87739","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948865414","06/17/2024","09:42:21","51","208","4.72","","","53","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","845L","745L","895L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","GDPSC Summer Bridge","","87740","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948908830","06/17/2024","10:44:39","35","214","4.79","","","42","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","960L","860L","1010L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","GDPSC Summer Bridge","","87740","","Language Arts","Reading","FALSE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948865422","06/18/2024","10:20:34","22","207","5.05","","","40","15.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","825L","725L","875L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","GDPSC Summer Bridge","","87741","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948865423","06/17/2024","10:47:08","39","219","4.79","","","58","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1055L","955L","1105L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","GDPSC Summer Bridge","","87742","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948865462","06/17/2024","09:42:22","62","202","4.78","","","53","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","730L","630L","780L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jefferson","","87743","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948865466","06/17/2024","10:49:02","62","209","4.86","","","53","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","865L","765L","915L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jefferson","","87744","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948865460","06/17/2024","09:49:27","37","213","4.68","","","53","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","940L","840L","990L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","GDPSC Summer Bridge","","87745","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948908818","06/17/2024","10:47:14","32","212","4.74","","","47","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","920L","820L","970L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","GDPSC Summer Bridge","","87746","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948865440","06/17/2024","09:43:43","54","199","4.73","","","47","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","670L","570L","720L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","GDPSC Summer Bridge","","87747","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948865418","06/17/2024","10:44:54","67","196","4.70","","","47","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","615L","515L","665L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","GDPSC Summer Bridge","","87748","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948865468","06/17/2024","09:44:43","55","218","4.88","","","58","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1035L","935L","1085L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jefferson","","87749","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948908815","06/17/2024","10:47:05","32","206","4.81","","","42","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","805L","705L","855L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jefferson","","87750","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948865408","06/18/2024","09:17:39","44","209","4.81","","","53","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","865L","765L","915L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jefferson","","87751","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948865432","06/17/2024","10:49:01","53","194","4.73","","","47","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","575L","475L","625L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","GDPSC Summer Bridge","","87752","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948865409","06/17/2024","10:47:11","66","213","4.74","","","53","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","940L","840L","990L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","GDPSC Summer Bridge","","87753","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948727706","06/24/2024","09:20:09","29","211","4.72","","","53","15.7895","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","900L","800L","950L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","GDPSC Summer Bridge","","87754","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948865411","06/17/2024","09:42:53","29","188","5.01","","","40","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","460L","360L","510L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jefferson","","87755","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948865456","06/17/2024","10:49:11","49","202","4.70","","","53","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","730L","630L","780L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","GDPSC Summer Bridge","","87765","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948865417","06/17/2024","09:41:59","35","191","4.98","","","37","5.2632","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","515L","415L","565L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jefferson","","87774","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948865435","06/17/2024","09:44:42","56","206","4.86","","","42","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","805L","705L","855L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","GDPSC Summer Bridge","","87775","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948908812","06/17/2024","10:47:07","33","235","5.09","","","65","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1365L","1265L","1415L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","GDPSC Summer Bridge","","87786","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948908820","06/17/2024","10:44:56","32","196","4.71","","","42","5.2632","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","615L","515L","665L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jefferson","","87787","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948865443","06/17/2024","09:45:42","36","211","4.73","","","53","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","900L","800L","950L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","GDPSC Summer Bridge","","87788","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948865448","06/17/2024","09:45:00","56","202","4.89","","","42","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","730L","630L","780L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","GDPSC Summer Bridge","","87789","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948727702","06/24/2024","09:22:36","47","227","4.97","","","63","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1210L","1110L","1260L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","GDPSC Summer Bridge","","87882","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948865415","06/17/2024","09:41:50","37","205","4.74","","","47","5.2632","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","785L","685L","835L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jefferson","","87884","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948713966","06/25/2024","09:19:50","79","179","4.98","","","37","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","285L","185L","335L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jefferson","","87885","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948865467","06/17/2024","09:44:37","42","215","4.71","","","53","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","980L","880L","1030L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","GDPSC Summer Bridge","","87886","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948908799","06/17/2024","10:47:09","23","208","4.71","","","47","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","845L","745L","895L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","GDPSC Summer Bridge","","87903","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948865478","06/17/2024","10:47:12","34","204","4.83","","","53","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","765L","665L","815L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","GDPSC Summer Bridge","","87920","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948865454","06/17/2024","09:44:51","31","230","5.05","","","70","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1270L","1170L","1320L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","GDPSC Summer Bridge","","87924","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948727710","06/18/2024","10:28:53","109","202","4.83","","","58","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","730L","630L","780L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","GDPSC Summer Bridge","","87925","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948865419","06/17/2024","09:47:15","43","211","4.73","","","47","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","900L","800L","950L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","GDPSC Summer Bridge","","88214","","Language Arts","Reading","FALSE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948908806","06/17/2024","10:44:58","27","198","4.92","","","37","10.5263","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","650L","550L","700L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","GDPSC Summer Bridge","","88214","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948865426","06/18/2024","10:28:57","16","197","4.73","","","47","10.5263","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","630L","530L","680L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","GDPSC Summer Bridge","","88215","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948727707","06/24/2024","09:21:07","89","215","4.79","","","53","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","980L","880L","1030L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jefferson","","88216","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948908800","06/17/2024","10:47:10","28","210","4.86","","","42","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","880L","780L","930L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jefferson","","88219","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948865424","06/17/2024","10:47:07","58","214","4.81","","","53","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","960L","860L","1010L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jefferson","","88239","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948865427","06/18/2024","09:17:07","23","202","4.81","","","53","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","730L","630L","780L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jefferson","","88240","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948865453","06/17/2024","10:46:16","40","165","6.60","","","15","15.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15L","BR85L","65L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jefferson","","88241","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948865407","06/17/2024","09:45:00","57","213","4.69","","","53","5.2632","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","940L","840L","990L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
